"dataset_name","mismatch_rate","paired_analyses","fix_1","fix_2","fix_3","fix_4","fix_5"
"CD006515_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD006632_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD006712_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_n_le0: Correct sample size; N must be > 0."
"CD006714_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD006839_pub5_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD006919_pub5_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD006942_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.",""
"CD006982_pub5_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD007024_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD007110_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD007156_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD007491_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD007569_pub4_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD007674_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD007693_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_n_le0: Correct sample size; N must be > 0.","ctrl_n_le0: Correct sample size; N must be > 0."
"CD007837_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD007859_pub5_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD007896_pub4_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD008063_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD008145_pub4_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD008165_pub5_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD008349_pub5_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD008552_pub8_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD008628_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD008688_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD008771_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD008858_pub5_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD008879_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD008940_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD008973_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD008995_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.",""
