"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","orcc_ok","rd_ok","recommended_method","recommendation_reason"
"CD015284_pub2_data","1::1","1","1","Seizure frequency per month",14,9,9,TRUE,TRUE,"RD","double_zero"
"CD015284_pub2_data","2::1","2","1","Quality of Life in Epilepsy Inventory Total score (QOLIE-10)",10,5,5,TRUE,TRUE,"RD","double_zero"
"CD015284_pub2_data","2::2","2","2","Quality of Life in Epilepsy Inventory Total score (QOLIE-10)",5,1,1,TRUE,TRUE,"RD","double_zero"
"CD015284_pub2_data","2::3","2","3","Quality of Life in Epilepsy Inventory Total score (QOLIE-10)",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015284_pub2_data","3::1","3","1","World Health Organization Quality of Life instrument, short version (WHOQOL- BREF) scale",7,3,3,TRUE,TRUE,"RD","double_zero"
"CD015284_pub2_data","3::2","3","2","World Health Organization Quality of Life instrument, short version (WHOQOL- BREF) scale",4,2,2,TRUE,TRUE,"RD","double_zero"
"CD015284_pub2_data","5::1","5","1","Geriatric Depression Scale (GDS)",6,5,5,FALSE,TRUE,"RD","double_zero"
"CD015284_pub2_data","6::1","6","1","Composite International Diagnostic Interview (CIDI): Depression",6,5,5,FALSE,TRUE,"RD","double_zero"
"CD015284_pub2_data","7::1","7","1","Composite International Diagnostic Interview (CIDI): Dysthymia",4,3,3,FALSE,TRUE,"RD","double_zero"
"CD015314_pub2_data","1::1","1","1","Tobacco cessation at longest follow-up",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015314_pub2_data","1::2","1","2","Tobacco cessation at longest follow-up",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015314_pub2_data","1::3","1","3","Tobacco cessation at longest follow-up",7,1,1,TRUE,TRUE,"RD","double_zero"
"CD015314_pub2_data","1::4","1","4","Tobacco cessation at longest follow-up",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015314_pub2_data","2::1","2","1","Subgrouped by modality of support",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015314_pub2_data","2::2","2","2","Subgrouped by modality of support",7,1,2,TRUE,TRUE,"RD","double_zero"
"CD015314_pub2_data","2::3","2","3","Subgrouped by modality of support",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015314_pub2_data","1::overall","1","overall","Tobacco cessation at longest follow up",28,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","7::overall","7","overall","Mental state - general: number of participants with clinically important change in general mental state (combined time points)",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","8::overall","8","overall","Mental state - general: number of participants with clinically important change in general mental state (separated time points)",9,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","9::overall","9","overall","Mental state - specific: number of participants with clinically important change in positive symptoms (combined time points)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","10::overall","10","overall","Mental state - specific: number of participants with clinically important change in positive symptoms (separated time points)",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","34::overall","34","overall","Global state - number of participants with relapse/exacerbations of psychosis (combined time points)",8,1,2,TRUE,TRUE,"RD","double_zero"
"CD015331_pub2_data","35::overall","35","overall","Global state - number of participants with relapse/exacerbations of psychosis (separated time points)",14,2,4,TRUE,TRUE,"RD","double_zero"
"CD015331_pub2_data","36::overall","36","overall","Global state - number of participants with remission (combined time points)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","37::overall","37","overall","Global state - number of participants with remission (separated time points)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","38::overall","38","overall","Global state - number of participants with clinically important change in global state",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015331_pub2_data","44::overall","44","overall","Service use - admission to hospital (combined time points)",11,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","45::overall","45","overall","Service use - admission to hospital (separated time points)",15,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","48::overall","48","overall","Leaving the study early - for any reason - overall acceptability (combined time points)",27,1,6,TRUE,TRUE,"RD","double_zero"
"CD015331_pub2_data","49::overall","49","overall","Leaving the study early - for any reason - overall acceptability (separated time points)",51,3,11,TRUE,TRUE,"RD","double_zero"
"CD015331_pub2_data","66::overall","66","overall","Behaviour - occurence of violent incidents",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","67::overall","67","overall","Behaviour - participants with self-injury",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","68::overall","68","overall","Behaviour - participants with suicide attempts",3,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","70::overall","70","overall","Adverse events - specific: Non Compliance",4,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","71::overall","71","overall","Adverse events - specific: Deterioration of symptoms",7,0,6,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","72::overall","72","overall","Mortality - overall mortality (combined time points)",5,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","73::overall","73","overall","Mortality - overall mortality (separated time points)",5,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","74::overall","74","overall","Mortality - due to natural causes",3,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015331_pub2_data","75::overall","75","overall","Mortality - due to suicide",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015332_pub2_data","2::overall","2","overall","Number of participants with clinically important change in general mental state (separated time points)",9,3,3,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","4::overall","4","overall","Mental state – specific: mean endpoint PANSS negative (high = poor)",11,7,7,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","7::overall","7","overall","Global state – number of participants with relapse/exacerbations of psychosis (separated time points)",12,7,12,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","8::overall","8","overall","Service use – readmission to hospital ",7,6,6,FALSE,TRUE,"RD","double_zero"
"CD015332_pub2_data","10::overall","10","overall","Leaving the study early – for any reason – overall acceptability (separated time points)",11,7,8,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","12::overall","12","overall","Behaviour – participants with suicide attempts ",8,3,8,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","13::overall","13","overall","Adverse events – deterioration of symptoms ",10,8,9,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","14::overall","14","overall","Adverse events – participants with serious adverse events",7,6,6,FALSE,TRUE,"RD","double_zero"
"CD015332_pub2_data","15::overall","15","overall","Mortality – overall mortality ",10,8,10,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","16::overall","16","overall","Mortality – mortality due to natural causes ",12,10,12,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","17::overall","17","overall","Quality of life – mean endpoint EQ-5D-5L (high = good)",6,3,6,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","19::overall","19","overall","Behaviour – violent incidents (separated time points)",4,3,4,FALSE,TRUE,"RD","double_zero"
"CD015332_pub2_data","20::overall","20","overall","Behaviour – self-injury (separated time points)",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","21::overall","21","overall","Behaviour – suicide attempts (separated time points)",2,1,2,FALSE,TRUE,"RD","double_zero"
"CD015332_pub2_data","22::overall","22","overall","Adverse events – participants with at least 1 adverse event",6,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015332_pub2_data","23::overall","23","overall","Adverse events – participants with serious adverse events ",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015332_pub2_data","24::overall","24","overall","Adverse events – deterioration of symptoms ",6,3,6,TRUE,TRUE,"RD","double_zero"
"CD015332_pub2_data","32::overall","32","overall","Behaviour – violent incidents (separated time points)",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015332_pub2_data","33::overall","33","overall","Behaviour – self-injury (separated time points)",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015332_pub2_data","35::overall","35","overall","Adverse events – participants with at least 1 adverse event (pooled time points)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015332_pub2_data","36::overall","36","overall","Adverse events – participants with at least 1 adverse event (separated time points)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015332_pub2_data","37::overall","37","overall","Adverse events – participants with serious adverse events (separated time points)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015332_pub2_data","38::overall","38","overall","Adverse events – deterioration of symptoms (separated time points)",5,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015350_pub2_data","2::overall","2","overall","Size of infiltrate",4,2,2,TRUE,TRUE,"RD","double_zero"
"CD015350_pub2_data","5::1","5","1","Proportion cured or with complete corneal healing",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015350_pub2_data","5::2","5","2","Proportion cured or with complete corneal healing",7,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015350_pub2_data","6::1","6","1","Proportion with non-serious or non-severe harms/adverse events",6,1,3,TRUE,TRUE,"RD","double_zero"
"CD015350_pub2_data","6::2","6","2","Proportion with non-serious or non-severe harms/adverse events",7,1,3,TRUE,TRUE,"RD","double_zero"
"CD015350_pub2_data","7::overall","7","overall","Proportion with serious/severe harms/adverse events",5,3,4,TRUE,TRUE,"RD","double_zero"
"CD015350_pub2_data","4::1","4","1","Proportion cured or with complete ulcer healing",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015350_pub2_data","1::overall","1","overall","Days to healing",5,3,3,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","1::overall","1","overall","Pain intensity (continuous), immediate-term follow-up",4,2,2,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","3::overall","3","overall","Pain intensity (≥ 50% reduction), immediate-term follow-up",9,1,6,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","4::overall","4","overall","Pain intensity (continuous), short-term follow-up",7,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","7::overall","7","overall","Pain intensity (≥ 50% reduction), short-term follow-up",7,0,5,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","8::overall","8","overall","Pain intensity (continuous), medium-term follow-up",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","9::overall","9","overall","Adverse events (total)",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","10::1","10","1","Adverse events (total): clinical condition subgroup analysis",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","11::2","11","2","Adverse events (total): duration of administration subgroup analysis",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015373_pub2_data","11::3","11","3","Adverse events (total): duration of administration subgroup analysis",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","12::overall","12","overall","Psychotomimetic effects",3,1,2,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","13::overall","13","overall","Hallucinations",4,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","14::overall","14","overall","Sedation",4,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","15::overall","15","overall","Nausea",6,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","16::overall","16","overall","Vomiting",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","17::overall","17","overall","Dizziness",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","18::overall","18","overall","Headache",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","23::overall","23","overall","Tolerability",8,1,8,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","2::overall","2","overall","Ketamine versus ketorolac: serious adverse events",5,2,4,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","5::overall","5","overall","Nausea",4,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015373_pub2_data","6::overall","6","overall","Dizziness",5,1,3,TRUE,TRUE,"RD","double_zero"
"CD015373_pub2_data","10::overall","10","overall","Adverse events (total)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015373_pub2_data","11::4","11","4","Adverse events (total): duration of administration subgroup analysis",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015373_pub2_data","12::2","12","2","Adverse events (total): medicine dose subgroup analysis",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015387_pub2_data","1::overall","1","overall","Good functional outcome at the end of scheduled follow-up",35,2,4,TRUE,TRUE,"RD","double_zero"
"CD015387_pub2_data","2::overall","2","overall","Good functional outcome at the end of scheduled follow-up: sensitivity analysis of low risk of bias trials only",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015387_pub2_data","3::overall","3","overall","All-cause mortality at the end of scheduled follow-up",28,1,4,TRUE,TRUE,"RD","double_zero"
"CD015387_pub2_data","4::overall","4","overall","All-cause mortality at the end of scheduled follow-up: sensitivity analysis of low risk of bias trials only",20,1,4,TRUE,TRUE,"RD","double_zero"
"CD015387_pub2_data","5::overall","5","overall","Thirty-day case fatality",17,1,3,TRUE,TRUE,"RD","double_zero"
"CD015387_pub2_data","3::1","3","1","Good functional outcome at the end of scheduled follow-up: stratified by surgical approach",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015387_pub2_data","3::3","3","3","Good functional outcome at the end of scheduled follow-up: stratified by surgical approach",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015387_pub2_data","6::1","6","1","All-cause mortality at the end of scheduled follow-up: stratified by surgical approach",3,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015387_pub2_data","6::2","6","2","All-cause mortality at the end of scheduled follow-up: stratified by surgical approach",10,1,2,TRUE,TRUE,"RD","double_zero"
"CD015387_pub2_data","7::overall","7","overall","Thirty-day case fatality",7,1,3,TRUE,TRUE,"RD","double_zero"
"CD015387_pub2_data","8::2","8","2","Thirty-day case fatality: stratified by surgical approach",5,1,2,TRUE,TRUE,"RD","double_zero"
"CD015395_pub3_data","1::overall","1","overall","All-cause mortality at day 28",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015395_pub3_data","2::overall","2","overall","Worsening of clinical status at day 28: admission to hospital or death",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015395_pub3_data","3::overall","3","overall","Worsening of clinical status at day 28: admission to hospital or death (subgroup analysis based on age)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015395_pub3_data","4::overall","4","overall","Worsening of clinical status at day 28: admission to hospital or death (subgroup analysis based on ethnicity)",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015432_pub2_data","1::overall","1","overall","Pain intensity – as reported by the child, less than 2 hours postintervention",10,7,7,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","2::overall","2","overall","Pain intensity – as reported by the child, 2 hours to less than 24 hours postintervention",17,14,14,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","3::overall","3","overall","Pain intensity – as reported by the child, from 24 hours up to 7 days postintervention",14,12,12,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","4::overall","4","overall","Adverse events",7,4,4,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","6::overall","6","overall","Number of children who required rescue medication less than 2 hours postintervention",13,4,4,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","7::overall","7","overall","Number of children who required rescue medication 2 hours to less than 24 hours postintervention",14,6,6,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","8::overall","8","overall","Number of children who required rescue medication, from 24 hours up to 7 days",10,4,5,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","9::overall","9","overall","Opioid consumption, less than 2 hours postintervention",17,10,11,TRUE,TRUE,"RD","double_zero"
"CD015432_pub2_data","10::overall","10","overall","Opioid consumption, 2 hours to less than 24 hours postintervention",7,6,6,FALSE,TRUE,"RD","double_zero"
"CD015432_pub2_data","13::overall","13","overall","Nausea or vomiting ",13,2,4,TRUE,TRUE,"RD","double_zero"
