"dataset_id","analysis_id","issue"
"CD013731_pub2_data","1::2::Serious adverse events (Intention-to-treat) (measured at end of treatment, i.e. 20 months)","No usable data for effect sizes"
"CD013731_pub2_data","1::3::Disease progression (measured at end of treatment, i.e. 20 months)","No usable data for effect sizes"
"CD013731_pub2_data","1::4::Any adverse events considered non-serious (number of participants) (during 20 months of  treatment)","No usable data for effect sizes"
"CD013731_pub2_data","2::1::All-cause mortality (measured at 1-year follow-up)","No usable data for effect sizes"
"CD013731_pub2_data","2::2::All-cause mortality (measured at 2-year follow-up)","No usable data for effect sizes"
"CD013731_pub2_data","2::3::Any adverse events considered non-serious (number of participants)","No usable data for effect sizes"
"CD013731_pub2_data","3::1::All-cause mortality (measured at 1-year follow-up)","No usable data for effect sizes"
"CD013731_pub2_data","3::2::All-cause mortality (measured at 3-year follow-up)","No usable data for effect sizes"
"CD013731_pub2_data","3::3::All-cause mortality (measured at 5-year follow-up) (primary time point)","No usable data for effect sizes"
"CD013731_pub2_data","4::1::Overall survival (measured at 6 months)","No usable data for effect sizes"
"CD013731_pub2_data","4::2::Overall survival (measured at 12 months)","No usable data for effect sizes"
"CD013731_pub2_data","4::3::Disease progression (measured at 6 months)","No usable data for effect sizes"
"CD013731_pub2_data","5::1::Disease progression at median 12.8 months","No usable data for effect sizes"
"CD013731_pub2_data","6::1::Disease progression at 2 weeks","No usable data for effect sizes"
"CD013731_pub2_data","6::2::Any adverse events considered non-serious (number of events)","No usable data for effect sizes"
"CD013731_pub2_data","6::3::Proportion of people without improvement in liver function tests at 2 weeks","No usable data for effect sizes"
"CD013745_pub2_data","1::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","1::2::Apixaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","1::3::Edoxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","1::5::Apixaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","1::6::Edoxaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","2::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","2::2::Apixaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","2::3::Edoxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","2::5::Apixaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","2::6::Edoxaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","3::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","3::2::Edoxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","3::4::Apixaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","3::5::Edoxaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","4::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","4::2::Apixaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","4::3::Edoxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","4::5::Apixaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","4::6::Edoxaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","5::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","5::2::Edoxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","5::3::Apixaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","5::4::Edoxaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","6::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","7::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","8::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","8::2::Apixaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","8::3::Apixaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","8::4::Edoxaban versus VKA","No usable data for effect sizes"
"CD013745_pub2_data","9::1::Rivaroxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","9::2::Apixaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013745_pub2_data","9::3::Edoxaban versus antiplatelet therapy","No usable data for effect sizes"
"CD013758_pub2_data","1::7::Overweight","No usable data for effect sizes"
"CD013758_pub2_data","1::9::Obesity","No usable data for effect sizes"
"CD013763_pub3_data","1::8::Rate of chronic post-surgical pain after 3 months","No usable data for effect sizes"
"CD013763_pub3_data","1::9::Rate of chronic post-surgical pain after 6 months","No usable data for effect sizes"
"CD013763_pub3_data","1::10::Cumulative mean oral morphine requirement in mg - 2 hours","No usable data for effect sizes"
"CD013763_pub3_data","3::8::Cumulative mean oral morphine requirement in mg - 2 hours","No usable data for effect sizes"
"CD013763_pub3_data","5::2::Mean difference in postoperative pain intensity at rest - 2 hours (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","6::2::Rates of block-related adverse outcomes","No usable data for effect sizes"
"CD013763_pub3_data","7::1::Mean difference in postoperative pain intensity at rest (24 hours postoperatively) (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","7::2::Rates of block-related adverse events","No usable data for effect sizes"
"CD013763_pub3_data","7::3::Mean difference in postoperative pain intensity during activity (24 hours postoperatively)","No usable data for effect sizes"
"CD013763_pub3_data","8::4::Mean difference in postoperative pain intensity at rest - 48 hours (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","8::5::Mean difference in postoperative pain intensity during activity - 48 hours (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","9::2::Rates of block-related adverse events","No usable data for effect sizes"
"CD013763_pub3_data","9::3::Mean difference in postoperative pain intensity during activity (24 hours postoperatively) (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","9::4::Mean difference in postoperative pain intensity at rest - 2 hours (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","9::5::Mean difference in postoperative pain intensity at rest - 48 hours (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","9::6::Mean difference in postoperative pain intensity during activity - 48 hours (VAS)","No usable data for effect sizes"
"CD013763_pub3_data","9::7::Cumulative mean oral morphine requirement in mg - 24 hours","No usable data for effect sizes"
"CD013764_pub2_data","1::6::Adherence","No usable data for effect sizes"
"CD013764_pub2_data","2::3::Blood transfusion","No usable data for effect sizes"
"CD013764_pub2_data","2::4::Hospitalisation","No usable data for effect sizes"
"CD013764_pub2_data","2::6::Satisfaction","No usable data for effect sizes"
"CD013774_pub2_data","1::2::Health-related quality of life","No usable data for effect sizes"
"CD013781_pub2_data","1::1::Secondary outcome: cardiac index (postoperative nadir)","No usable data for effect sizes"
"CD013781_pub2_data","2::1::Primary outcome: incidence of LCOS","No usable data for effect sizes"
"CD013781_pub2_data","2::2::Primary outcome: adverse events - atrial fibrillation","No usable data for effect sizes"
"CD013781_pub2_data","2::3::Primary outcome: adverse events - perioperative myocardial infarction","No usable data for effect sizes"
"CD013781_pub2_data","2::4::Secondary outcome: length of hospital stay (days)","No usable data for effect sizes"
"CD013781_pub2_data","2::5::Secondary outcome: mean arterial pressure (24 hours after surgery)","No usable data for effect sizes"
"CD013781_pub2_data","2::6::Secondary outcome: duration of mechanical ventilation (hours)","No usable data for effect sizes"
"CD013781_pub2_data","2::7::Secondary outcome: number of participants requiring additional inotropic drugs - dopamine","No usable data for effect sizes"
"CD013781_pub2_data","2::8::Secondary outcome: proportion of renal failure","No usable data for effect sizes"
"CD013781_pub2_data","3::2::Primary outcome: adverse events - cardiogenic shock","No usable data for effect sizes"
"CD013781_pub2_data","3::3::Primary outcome: adverse events - atrial fibrillation","No usable data for effect sizes"
"CD013781_pub2_data","3::4::Primary outcome: adverse events - perioperative myocardial infarction","No usable data for effect sizes"
"CD013781_pub2_data","3::5::Primary outcome: adverse events - non-embolic stroke or transient ischaemic attack","No usable data for effect sizes"
"CD013781_pub2_data","3::6::Secondary outcome: length of ICU stay (days)","No usable data for effect sizes"
"CD013781_pub2_data","3::10::Secondary outcome: duration of mechanical ventilation (hours)","No usable data for effect sizes"
"CD013781_pub2_data","3::14::Secondary outcome: number of participants requiring additional inotropic drugs - epinephrine","No usable data for effect sizes"
"CD013781_pub2_data","3::15::Secondary outcome: number of participants requiring additional inotropic drugs - norepinephrine","No usable data for effect sizes"
"CD013781_pub2_data","3::16::Secondary outcome: number of participants requiring additional inotropic drugs - dobutamine","No usable data for effect sizes"
"CD013781_pub2_data","3::17::Secondary outcome: number of participants requiring additional inotropic drugs - phenylephrine","No usable data for effect sizes"
"CD013781_pub2_data","4::2::Secondary outcome: length of hospital stay (days)","No usable data for effect sizes"
"CD013781_pub2_data","4::8::Secondary outcome: number of participants requiring mechanical circulatory support","No usable data for effect sizes"
"CD013781_pub2_data","4::9::Secondary outcome: number of participants requiring  additional inotropic drugs","No usable data for effect sizes"
"CD013781_pub2_data","5::3::Primary outcome: adverse events - cardiogenic shock","No usable data for effect sizes"
"CD013781_pub2_data","5::5::Primary outcome: adverse events - perioperative myocardial infarction","No usable data for effect sizes"
"CD013781_pub2_data","5::6::Primary outcome: adverse events - non-embolic stroke or transient ischaemic attack","No usable data for effect sizes"
"CD013781_pub2_data","5::12::Secondary outcome: duration of mechanical ventilation (hours)","No usable data for effect sizes"
"CD013781_pub2_data","5::13::Secondary outcome: proportion of weaning failure within 48 hours of extubation","No usable data for effect sizes"
"CD013781_pub2_data","5::16::Secondary outcome: number of participants requiring additional inotropic drugs - epinephrine","No usable data for effect sizes"
"CD013781_pub2_data","5::18::Secondary outcome: number of participants requiring additional inotropic drugs - dopamine","No usable data for effect sizes"
"CD013781_pub2_data","5::19::Secondary outcome: number of participants requiring additional inotropic drugs - dobutamine","No usable data for effect sizes"
"CD013781_pub2_data","5::20::Secondary outcome: number of participants requiring cardiac transplantation","No usable data for effect sizes"
"CD013781_pub2_data","5::21::Secondary outcome: number of participants requiring cardiopulmonary resuscitation","No usable data for effect sizes"
"CD013781_pub2_data","6::2::Primary outcome: adverse events - atrial fibrillation","No usable data for effect sizes"
