"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","method_orig","method_fix","method_changed","chosen_effect_orig","chosen_effect_fix","chosen_ci_lb_orig","chosen_ci_ub_orig","chosen_ci_lb_fix","chosen_ci_ub_fix","sparse_events","double_zero","effect_delta"
"CD012429_pub2_data","2::overall",2,"overall","Change in mental state (PANNS)","RD","RD",FALSE,0.0240786436168095,0.0240786436168095,-0.0528726400644394,0.101029927298058,-0.0528726400644394,0.101029927298058,3,3,0
"CD012429_pub2_data","20::overall",20,"overall","Dyspepsia","OR_cc","OR_cc",FALSE,0.356392235428664,0.356392235428664,-0.521838709828141,1.23462318068547,-0.521838709828141,1.23462318068547,0,0,0
"CD012429_pub2_data","21::overall",21,"overall","Nausea","RD","RD",FALSE,0.0583896419568772,0.0583896419568772,-0.0190829007816809,0.135862184695435,-0.0190829007816809,0.135862184695435,1,0,0
"CD012429_pub2_data","22::overall",22,"overall","Toothache","RD","RD",FALSE,0.0131370717274816,0.0131370717274816,-0.00627856716598077,0.032552710620944,-0.00627856716598077,0.032552710620944,3,0,0
"CD012429_pub2_data","23::overall",23,"overall","Vomiting","OR_cc","OR_cc",FALSE,0.543249155174962,0.543249155174962,-0.591151620878332,1.67764993122826,-0.591151620878332,1.67764993122826,0,0,0
"CD012429_pub2_data","3::overall",3,"overall","Sedation","RD","RD",FALSE,-0.0158814147081295,-0.0158814147081295,-0.0557916126814576,0.0240287832651987,-0.0557916126814576,0.0240287832651987,4,0,0
"CD012429_pub2_data","4::overall",4,"overall","Constipation","RD","RD",FALSE,0.00785761650845693,0.00785761650845693,-0.0393112194590529,0.0550264524759667,-0.0393112194590529,0.0550264524759667,2,0,0
"CD012429_pub2_data","5::overall",5,"overall","Headache","OR_cc","OR_cc",FALSE,0.182565626266345,0.182565626266345,-0.485852532767599,0.850983785300289,-0.485852532767599,0.850983785300289,0,0,0
"CD012429_pub2_data","6::overall",6,"overall","Somnolence","OR_cc","OR_cc",FALSE,-0.565470361636877,-0.565470361636877,-1.44110206332016,0.310161340046404,-1.44110206332016,0.310161340046404,0,0,0
"CD012429_pub2_data","7::overall",7,"overall","Fatigue","RD","RD",FALSE,-0.0110333505456023,-0.0110333505456023,-0.0837242422542042,0.0616575411629995,-0.0837242422542042,0.0616575411629995,1,0,0
"CD012429_pub2_data","8::overall",8,"overall","Agitation","RD","RD",FALSE,0.0488684697107799,0.0488684697107799,-0.0226645514604466,0.120401490882006,-0.0226645514604466,0.120401490882006,1,0,0
"CD012429_pub2_data","9::overall",9,"overall","Insomnia","RD","RD",FALSE,-0.0199766319966459,-0.0199766319966459,-0.131096589546883,0.0911433255535909,-0.131096589546883,0.0911433255535909,1,0,0
"CD012445_pub2_data","1::overall",1,"overall","Child emotional and behavioural adjustment – postintervention","OR_cc","RD",TRUE,-0.0830291456192241,NA,-1.48644551208118,1.32038722084273,NA,NA,8,8,NA
"CD012445_pub2_data","10::overall",10,"overall","Parent mindfulness – latest follow-up","OR_cc","RD",TRUE,-0.151164184238045,NA,-2.12227737689679,1.8199490084207,NA,NA,4,4,NA
"CD012445_pub2_data","2::overall",2,"overall","Child emotional and behavioural adjustment – latest follow-up","OR_cc","RD",TRUE,-0.106063714352908,NA,-2.09487918102422,1.88275175231841,NA,NA,4,4,NA
"CD012445_pub2_data","3::overall",3,"overall","Parenting skills – postintervention","OR_cc","RD",TRUE,-0.233088674912879,NA,-1.84883549380518,1.38265814397943,NA,NA,6,6,NA
"CD012445_pub2_data","4::overall",4,"overall","Parenting skills – latest follow-up","OR_cc","RD",TRUE,-0.170498545002642,NA,-2.14917988873851,1.80818279873322,NA,NA,4,4,NA
"CD012445_pub2_data","5::overall",5,"overall","Parental depression/anxiety – postintervention","OR_cc","RD",TRUE,0.0613115303907368,NA,-2.73456987168795,2.85719293246943,NA,NA,2,2,NA
"CD012445_pub2_data","6::overall",6,"overall","Parental depression or anxiety – latest follow-up","OR_cc","RD",TRUE,0.00886050305062535,NA,-2.79347588966031,2.81119689576156,NA,NA,2,2,NA
"CD012445_pub2_data","7::overall",7,"overall","Parenting stress – postintervention","OR_cc","RD",TRUE,-0.0197478591367531,NA,-1.79029168491257,1.75079596663906,NA,NA,5,5,NA
"CD012445_pub2_data","8::overall",8,"overall","Parenting stress – latest follow-up","OR_cc","RD",TRUE,-0.0217951409882588,NA,-2.00333781680318,1.95974753482666,NA,NA,4,4,NA
"CD012445_pub2_data","9::overall",9,"overall","Parent mindfulness – postintervention","OR_cc","RD",TRUE,-0.127944032475052,NA,-1.61945056295524,1.36356249800513,NA,NA,7,7,NA
"CD012503_pub3_data","1::overall",1,"overall","Mortality during follow-up (for all studies)","RD","RD",FALSE,0.0112012047577635,0.0112012047577635,-0.000277724166874866,0.0226801336824018,-0.000277724166874866,0.0226801336824018,47,22,0
"CD012503_pub3_data","2::1",2,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","RD","RD",FALSE,-0.00697665309962445,-0.00697665309962445,-0.0202111827528762,0.00625787655362732,-0.0202111827528762,0.00625787655362732,17,10,0
"CD012503_pub3_data","2::2",2,"2","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","RD","RD",FALSE,0.0141096961974864,0.0141096961974864,-0.0585993156555662,0.0868187080505389,-0.0585993156555662,0.0868187080505389,5,3,0
"CD012503_pub3_data","3::1",3,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention with reperfusion therapy)","RD","RD",FALSE,0.00280506180050162,0.00280506180050162,-0.0257935642572953,0.0314036878582985,-0.0257935642572953,0.0314036878582985,8,4,0
"CD012503_pub3_data","3::2",3,"2","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention with reperfusion therapy)","RD","RD",FALSE,-0.0119432524844807,-0.0119432524844807,-0.0739614574852668,0.0500749525163055,-0.0739614574852668,0.0500749525163055,11,5,0
"CD012503_pub3_data","4::1",4,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention timing)","RD","RD",FALSE,-0.00827186929862411,-0.00827186929862411,-0.0221497473108296,0.00560600871358134,-0.0221497473108296,0.00560600871358134,16,10,0
"CD012503_pub3_data","4::2",4,"2","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention timing)","RD","RD",FALSE,0.0131687262149808,0.0131687262149808,-0.0160055209279348,0.0423429733578965,-0.0160055209279348,0.0423429733578965,5,2,0
"CD012503_pub3_data","4::3",4,"3","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention timing)","RD","RD",FALSE,-0.0003833978684479,-0.0003833978684479,-0.201108761061887,0.200341965324991,-0.201108761061887,0.200341965324991,1,1,0
"CD012503_pub3_data","5::1",5,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on the duration of RIC intervention)","RD","RD",FALSE,-0.00805366805420445,-0.00805366805420445,-0.0210959127127803,0.00498857660437138,-0.0210959127127803,0.00498857660437138,19,10,0
"CD012503_pub3_data","5::2",5,"2","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on the duration of RIC intervention)","RD","RD",FALSE,0.041899961640965,0.041899961640965,-0.0301322911269109,0.113932214408841,-0.0301322911269109,0.113932214408841,3,2,0
"CD012503_pub3_data","5::3",5,"3","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on the duration of RIC intervention)","RD","RD",FALSE,-0.0003833978684479,-0.0003833978684479,-0.201108761061887,0.200341965324991,-0.201108761061887,0.200341965324991,1,1,0
"CD012532_pub2_data","1::overall",1,"overall","Overall Survival","OR_cc","RD",TRUE,-0.0467428513149321,NA,-1.53468642991263,1.44120072728277,NA,NA,7,7,NA
"CD012532_pub2_data","2::overall",2,"overall","Progression-free survival","OR_cc","RD",TRUE,-0.0467428513149321,NA,-1.53468642991263,1.44120072728277,NA,NA,7,7,NA
"CD012570_pub2_data","1::overall",1,"overall","All-cause mortality","RD","RD",FALSE,-0.00166448278394842,-0.00166448278394842,-0.00547650191303222,0.00214753634513538,-0.00547650191303222,0.00214753634513538,3,0,0
"CD012570_pub2_data","2::overall",2,"overall","Withdrawal due to adverse effects (WDAE)","OR_cc","OR_cc",FALSE,-0.354969875605402,-0.354969875605402,-0.734544748731389,0.0246049975205843,-0.734544748731389,0.0246049975205843,0,0,0
"CD012570_pub2_data","3::overall",3,"overall","Serious adverse events","RD","RD",FALSE,-0.00366791419704754,-0.00366791419704754,-0.00890462132091739,0.00156879292682231,-0.00890462132091739,0.00156879292682231,2,0,0
"CD012570_pub2_data","4::overall",4,"overall","Adverse events","OR_cc","OR_cc",FALSE,-0.0314169477850338,-0.0314169477850338,-0.16380075217542,0.100966856605352,-0.16380075217542,0.100966856605352,0,0,0
"CD012570_pub2_data","5::overall",5,"overall","Systolic blood pressure","OR_cc","RD",TRUE,-0.362469876258365,NA,-1.605525355547,0.880585603030269,NA,NA,10,10,NA
"CD012570_pub2_data","6::overall",6,"overall","Diastolic blood pressure","OR_cc","RD",TRUE,-0.362469876258365,NA,-1.605525355547,0.880585603030269,NA,NA,10,10,NA
"CD012572_pub3_data","1::overall",1,"overall","All-cause mortality","RD","RD",FALSE,0.00056001508330845,0.00056001508330845,-0.013600954645659,0.0147209848122759,-0.013600954645659,0.0147209848122759,3,0,0
"CD012572_pub3_data","10::overall",10,"overall","Diastolic blood pressure subgrouped on duration","OR_cc","RD",TRUE,0.0446085559637701,NA,-1.71738905692896,1.8066061688565,NA,NA,5,5,NA
"CD012572_pub3_data","11::overall",11,"overall","Diastolic blood pressure subgrouped on drug type","OR_cc","RD",TRUE,0.0446085559637701,NA,-1.71738905692896,1.8066061688565,NA,NA,5,5,NA
"CD012572_pub3_data","13::overall",13,"overall","Success rate – withdrawal/resumption due to hypertension or other clinical reason","OR_cc","OR_cc",FALSE,1.09493256415777,1.09493256415777,-0.470062412707741,2.65992754102329,-0.470062412707741,2.65992754102329,0,0,0
"CD012572_pub3_data","3::overall",3,"overall","Myocardial infarction (fatal and non-fatal)","RD","RD",FALSE,0.0013388594921599,0.0013388594921599,-0.0128293711613774,0.0155070901456972,-0.0128293711613774,0.0155070901456972,2,0,0
"CD012572_pub3_data","5::overall",5,"overall","Stroke (fatal + non-fatal + transient ischaemic attack)","RD","RD",FALSE,0.00437089851319788,0.00437089851319788,-0.0115664497528807,0.0203082467792765,-0.0115664497528807,0.0203082467792765,3,0,0
"CD012572_pub3_data","6::overall",6,"overall","Systolic blood pressure","OR_cc","RD",TRUE,0.0632175776455115,NA,-1.69887513646771,1.82531029175873,NA,NA,5,5,NA
"CD012572_pub3_data","7::overall",7,"overall","Systolic blood pressure subgrouped on duration","OR_cc","RD",TRUE,0.0632175776455115,NA,-1.69887513646771,1.82531029175873,NA,NA,5,5,NA
"CD012572_pub3_data","8::overall",8,"overall","Systolic blood pressure subgrouped on drug type","OR_cc","RD",TRUE,0.0632175776455115,NA,-1.69887513646771,1.82531029175873,NA,NA,5,5,NA
"CD012572_pub3_data","9::overall",9,"overall","Diastolic blood pressure","OR_cc","RD",TRUE,0.0446085559637701,NA,-1.71738905692896,1.8066061688565,NA,NA,5,5,NA
"CD012586_pub2_data","1::1",1,"1","Live birth or ongoing pregnancy","RD","RD",FALSE,-0.0086079412066709,-0.0086079412066709,-0.0194119381921241,0.00219605577878229,-0.0194119381921241,0.00219605577878229,2,0,0
"CD012586_pub2_data","1::2",1,"2","Live birth or ongoing pregnancy","RD","RD",FALSE,0.00845788803841654,0.00845788803841654,-0.0088060209178553,0.0257217969946884,-0.0088060209178553,0.0257217969946884,1,0,0
"CD012586_pub2_data","1::3",1,"3","Live birth or ongoing pregnancy","RD","RD",FALSE,-0.00779810049660653,-0.00779810049660653,-0.0298639631585079,0.0142677621652948,-0.0298639631585079,0.0142677621652948,1,0,0
"CD012586_pub2_data","10::1",10,"1","Frozen embryo number","OR_cc","RD",TRUE,-0.279528156551541,NA,-1.59023242588385,1.03117611278077,NA,NA,9,9,NA
"CD012586_pub2_data","10::2",10,"2","Frozen embryo number","OR_cc","RD",TRUE,-0.171054717780497,NA,-2.14205901951985,1.79994958395886,NA,NA,4,4,NA
"CD012586_pub2_data","2::1",2,"1","OHSS","RD","RD",FALSE,-0.00610671184980435,-0.00610671184980435,-0.0103931698535006,-0.00182025384610813,-0.0103931698535006,-0.00182025384610813,22,10,0
"CD012586_pub2_data","2::2",2,"2","OHSS","RD","RD",FALSE,-0.0731366421308117,-0.0731366421308117,-0.118843799751203,-0.0274294845104203,-0.118843799751203,-0.0274294845104203,3,0,0
"CD012586_pub2_data","3::1",3,"1","Clinical pregnancy","RD","RD",FALSE,-0.00516866256743299,-0.00516866256743299,-0.028689704499083,0.018352379364217,-0.028689704499083,0.018352379364217,10,6,0
"CD012586_pub2_data","3::2",3,"2","Clinical pregnancy","OR_cc","OR_cc",FALSE,-0.194929579056532,-0.194929579056532,-0.409283300820884,0.0194241427078199,-0.409283300820884,0.0194241427078199,0,0,0
"CD012586_pub2_data","3::3",3,"3","Clinical pregnancy","OR_cc","OR_cc",FALSE,-0.0781095672109123,-0.0781095672109123,-0.406045407588194,0.24982627316637,-0.406045407588194,0.24982627316637,0,0,0
"CD012586_pub2_data","4::1",4,"1","Multiple pregnancy","RD","RD",FALSE,0.00505501956489149,0.00505501956489149,-0.00793621952958625,0.0180462586593692,-0.00793621952958625,0.0180462586593692,13,8,0
"CD012586_pub2_data","4::2",4,"2","Multiple pregnancy","RD","RD",FALSE,0.00394583440937904,0.00394583440937904,-0.0370866839425299,0.044978352761288,-0.0370866839425299,0.044978352761288,1,1,0
"CD012586_pub2_data","5::1",5,"1","Miscarriage","RD","RD",FALSE,-0.00361628497055427,-0.00361628497055427,-0.00895576795829766,0.00172319801718912,-0.00895576795829766,0.00172319801718912,12,7,0
"CD012586_pub2_data","5::2",5,"2","Miscarriage","RD","RD",FALSE,-0.0321250912731113,-0.0321250912731113,-0.0528235650406384,-0.0114266175055841,-0.0528235650406384,-0.0114266175055841,3,1,0
"CD012586_pub2_data","5::3",5,"3","Miscarriage","RD","RD",FALSE,0.0045821384834799,0.0045821384834799,-0.0148357353163625,0.0240000122833223,-0.0148357353163625,0.0240000122833223,1,0,0
"CD012586_pub2_data","6::1",6,"1","Ectopic","RD","RD",FALSE,-0.000530196908775549,-0.000530196908775549,-0.00449613872428032,0.00343574490672922,-0.00449613872428032,0.00343574490672922,14,8,0
"CD012586_pub2_data","6::2",6,"2","Ectopic","RD","RD",FALSE,0.0449434205594393,0.0449434205594393,0.0195156791523771,0.0703711619665016,0.0195156791523771,0.0703711619665016,2,1,0
"CD012586_pub2_data","7::1",7,"1","Cancellation","RD","RD",FALSE,-0.0204928555052442,-0.0204928555052442,-0.0422649903821512,0.00127927937166272,-0.0422649903821512,0.00127927937166272,15,9,0
"CD012586_pub2_data","7::2",7,"2","Cancellation","RD","RD",FALSE,0.00821602152687826,0.00821602152687826,-0.00856214644282609,0.0249941894965826,-0.00856214644282609,0.0249941894965826,3,1,0
"CD012586_pub2_data","7::3",7,"3","Cancellation","OR_cc","OR_cc",FALSE,0.730866596919681,0.730866596919681,0.130249653756058,1.3314835400833,0.130249653756058,1.3314835400833,0,0,0
"CD012586_pub2_data","8::1",8,"1","Oocyte number","OR_cc","RD",TRUE,-0.127087474170359,NA,-0.792232714060873,0.538057765720155,NA,NA,35,35,NA
"CD012586_pub2_data","8::2",8,"2","Oocyte number","OR_cc","RD",TRUE,0.0214481133720416,NA,-1.22453698170745,1.26743320845153,NA,NA,10,10,NA
"CD012586_pub2_data","8::3",8,"3","Oocyte number","OR_cc","RD",TRUE,-0.0031368027274553,NA,-1.76243163525034,1.75615802979543,NA,NA,5,5,NA
"CD012586_pub2_data","9::1",9,"1","Blastocyst number","OR_cc","RD",TRUE,-0.121737684946302,NA,-1.5115828144089,1.26810744451629,NA,NA,8,8,NA
"CD012594_pub2_data","1::overall",1,"overall","Number of unexpected (previously unknown) adverse drug reaction reports","OR_cc","OR_cc",FALSE,0.482929967159764,0.482929967159764,-0.100936736631389,1.06679667095092,-0.100936736631389,1.06679667095092,0,0,0
"CD012609_pub2_data","1::overall",1,"overall","Clinical relapse","OR_cc","OR_cc",FALSE,-0.676933433632064,-0.676933433632064,-1.32838393205092,-0.0254829352132117,-1.32838393205092,-0.0254829352132117,0,0,0
"CD012609_pub2_data","2::overall",2,"overall","Loss of clinical response","OR_cc","OR_cc",FALSE,-0.929732289870084,-0.929732289870084,-2.07055331574979,0.211088736009623,-2.07055331574979,0.211088736009623,0,0,0
"CD012609_pub2_data","3::overall",3,"overall","Loss of clinical response in patients with exclusively fistulating disease","OR_cc","OR_cc",FALSE,0.135126005808459,0.135126005808459,-1.77331483116377,2.04356684278069,-1.77331483116377,2.04356684278069,0,0,0
"CD012609_pub2_data","4::overall",4,"overall","Withdrawal due to adverse events ","RD","RD",FALSE,-0.0237763066870448,-0.0237763066870448,-0.0587667106629708,0.0112140972888813,-0.0587667106629708,0.0112140972888813,1,0,0
"CD012609_pub2_data","5::overall",5,"overall","Serious adverse events ","OR_cc","OR_cc",FALSE,-0.101245654816517,-0.101245654816517,-1.14040988501124,0.937918575378207,-1.14040988501124,0.937918575378207,0,0,0
"CD012609_pub2_data","6::overall",6,"overall","Total adverse events ","OR_cc","OR_cc",FALSE,-0.33217459186305,-0.33217459186305,-1.09067820964676,0.426329025920656,-1.09067820964676,0.426329025920656,0,0,0
"CD012623_pub2_data","1::overall",1,"overall","Macular hole closure","OR_cc","OR_cc",FALSE,0.926042933403699,0.926042933403699,0.573612596618894,1.2784732701885,0.573612596618894,1.2784732701885,0,0,0
"CD012623_pub2_data","2::overall",2,"overall","Visual outcome gained following intervention in ETDRS letters","OR_cc","RD",TRUE,-0.009519006106637,NA,-1.62075412445163,1.60171611223835,NA,NA,6,6,NA
"CD012635_pub2_data","1::1",1,"1","All cause mortality at 24 hours ","OR_cc","OR_cc",FALSE,-0.0811669876491714,-0.0811669876491714,-0.37940777020908,0.217073794910737,-0.37940777020908,0.217073794910737,0,0,0
"CD012635_pub2_data","1::overall",1,"overall","All-cause mortality at 24 hours","OR_cc","OR_cc",FALSE,-0.0834797318552052,-0.0834797318552052,-0.522200691125021,0.355241227414611,-0.522200691125021,0.355241227414611,0,0,0
