"dataset","source","term"
"CD012942_pub2_data","Analysis.name","Comparison 6 Paroxetine versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 7 Sertraline versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 8 Venlafaxine versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 9 Vilazodone versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 10 Vortioxetine versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 6 Paroxetine versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 7 Sertraline versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 8 Venlafaxine versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 9 Vilazodone versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 10 Vortioxetine versus placebo, Outcome 7 Sleepiness/drowsiness"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 8 Agitation/anxiety"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 8 Agitation/anxiety "
"CD012942_pub2_data","Analysis.name","Comparison 3 Escitalopram versus placebo, Outcome 8 Agitation/anxiety"
"CD012942_pub2_data","Analysis.name","Comparison 4 Paroxetine versus placebo, Outcome 8 Agitation/anxiety"
"CD012942_pub2_data","Analysis.name","Comparison 5 Sertraline versus placebo, Outcome 8 Agitation/anxiety"
"CD012942_pub2_data","Analysis.name","Comparison 6 Venlafaxine versus placebo, Outcome 8 Agitation/anxiety"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 9 Suicide wishes/gestures/attempts"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 9 Suicide wishes/gestures/attempts"
"CD012942_pub2_data","Analysis.name","Comparison 3 Duloxetine versus placebo, Outcome 9 Suicide wishes/gestures/attempts"
"CD012942_pub2_data","Analysis.name","Comparison 4 Paroxetine versus placebo, Outcome 9 Suicide wishes/gestures/attempts"
"CD012942_pub2_data","Analysis.name","Comparison 5 Vilazodone versus placebo, Outcome 9 Suicide wishes/gestures/attempts"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 10 Average score/change in quality of life/satisfaction"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 10 Average score/change in quality of life/satisfaction"
"CD012942_pub2_data","Analysis.name","Comparison 3 Escitalopram versus placebo, Outcome 10 Average score/change in quality of life/satisfaction"
"CD012942_pub2_data","Analysis.name","Comparison 4 Paroxetine versus placebo, Outcome 10 Average score/change in quality of life/satisfaction"
"CD012942_pub2_data","Analysis.name","Comparison 5 Sertraline versus placebo, Outcome 10 Average score/change in quality of life/satisfaction"
"CD012942_pub2_data","Analysis.name","Comparison 6 Venlafaxine versus placebo, Outcome 10 Average score/change in quality of life/satisfaction"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 6 Paroxetine versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 7 Sertraline versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 8 Venlafaxine versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 9 Vilazodone versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 10 Vortioxetine versus placebo, Outcome 11 Dropouts due to a lack of efficacy"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 6 Paroxetine versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 7 Sertraline versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 8 Venlafaxine versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 9 Vilazodone versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Analysis.name","Comparison 10 Vortioxetine versus placebo, Outcome 12 Dropouts due to adverse effects"
"CD012942_pub2_data","Subgroup","SSRIs"
"CD012942_pub2_data","Subgroup","SNRIs"
"CD012942_pub2_data","Subgroup","Other"
"CD012942_pub2_data","Subgroup","TCAs"
"CD012967_pub2_data","Analysis.group","1"
"CD012967_pub2_data","Analysis.name","Change in validated symptom score at 6 months"
"CD012967_pub2_data","Analysis.name","Change in validated symptom score at 24 months"
"CD012967_pub2_data","Analysis.name","Change in impairment score at 6 months"
"CD012967_pub2_data","Analysis.name","Change in impairment score at 24 months"
"CD012967_pub2_data","Analysis.name","Adverse events leading to cessation of treatment"
"CD012993_pub2_data","Analysis.group","1"
"CD012993_pub2_data","Analysis.group","2"
"CD012993_pub2_data","Analysis.group","3"
"CD012993_pub2_data","Analysis.group","4"
"CD012993_pub2_data","Analysis.group","5"
"CD012993_pub2_data","Analysis.group","6"
"CD012993_pub2_data","Analysis.name","Change in 6MWT from baseline"
"CD012993_pub2_data","Analysis.name","Change in FVC from baseline"
"CD012993_pub2_data","Analysis.name","Infusion reactions"
"CD012993_pub2_data","Analysis.name","Quality of life (measured by PCS in SF-36)"
"CD012993_pub2_data","Analysis.name","Treatment-related adverse events"
"CD012993_pub2_data","Analysis.name","Adverse events"
"CD012993_pub2_data","Analysis.name","Infusion-associated reactions"
"CD012993_pub2_data","Analysis.name","Change in 6MWD from baseline"
"CD012993_pub2_data","Analysis.name","Change in sitting FVC (% predicted) from baseline to 52 weeks"
"CD012993_pub2_data","Analysis.name","Change in % predicted SNIP from baseline to 52 weeks"
"CD012993_pub2_data","Analysis.name","Infusion reactions - total"
"CD012993_pub2_data","Analysis.name","Quality of life - PROMIS - physical function score"
"CD012993_pub2_data","Analysis.name","Quality of life - PROMIS - fatigue score"
"CD012993_pub2_data","Analysis.name","Treatment-emergent adverse events - total"
"CD012993_pub2_data","Analysis.name","Treatment-emergent adverse events (breakdown 1)"
"CD012993_pub2_data","Analysis.name","Treatment-emergent adverse events (breakdown 2)"
"CD012993_pub2_data","Analysis.name","Change in 6MWT"
"CD012993_pub2_data","Analysis.name","Change in % predicted 6MWT"
"CD012993_pub2_data","Analysis.name","Change in EQ-5D-5L (from baseline to 49 weeks)"
"CD012993_pub2_data","Analysis.name","Change in health-related quality of life (from baseline to 49 weeks)"
"CD012993_pub2_data","Analysis.name","Treatment-emergent adverse events"
"CD012993_pub2_data","Analysis.name","Treatment-emergent adverse events - breakdown"
"CD012993_pub2_data","Subgroup","To 78 weeks"
"CD012993_pub2_data","Subgroup","At 78 weeks"
"CD012993_pub2_data","Subgroup","To 18 weeks"
"CD012993_pub2_data","Subgroup","To 52 weeks"
"CD012993_pub2_data","Subgroup","To 6 weeks"
"CD012993_pub2_data","Subgroup","To 30 weeks"
"CD012993_pub2_data","Subgroup","At 26 weeks"
"CD012993_pub2_data","Subgroup","At 52 weeks"
"CD012993_pub2_data","Subgroup","Serious treatment-emergent adverse events potentially related to treatment"
"CD012993_pub2_data","Subgroup","Serious treatment-emergent adverse events"
"CD012993_pub2_data","Subgroup","Treatment-emergent adverse events potentially related to treatment"
"CD012993_pub2_data","Subgroup","Nausea"
"CD012993_pub2_data","Subgroup","Myalgia"
"CD012993_pub2_data","Subgroup","Nasopharyngitis"
"CD012993_pub2_data","Subgroup","Arthralgia"
"CD012993_pub2_data","Subgroup","Urinary tract infection"
"CD012993_pub2_data","Subgroup","Diarrhoea"
"CD012993_pub2_data","Subgroup","Pain in extremity"
"CD012993_pub2_data","Subgroup","Oropharyngeal pain"
"CD012993_pub2_data","Subgroup","Musculoskeletal pain"
"CD012993_pub2_data","Subgroup","Back pain"
"CD012993_pub2_data","Subgroup","Fatigue"
"CD012993_pub2_data","Subgroup","Fall"
"CD012993_pub2_data","Subgroup","Headache"
"CD012993_pub2_data","Subgroup","At 49 weeks"
"CD012993_pub2_data","Subgroup","Mobility"
"CD012993_pub2_data","Subgroup","Self-care"
"CD012993_pub2_data","Subgroup","Anxiety/depression"
"CD012993_pub2_data","Subgroup","Usual activities"
"CD012993_pub2_data","Subgroup","Pain/discomfort"
"CD012993_pub2_data","Subgroup","Visual Analogue Scale"
"CD012993_pub2_data","Subgroup","Change in SF-12 MCS"
"CD012993_pub2_data","Subgroup","Change in SF-12 PCS"
"CD012997_pub3_data","Analysis.group","1"
"CD012997_pub3_data","Analysis.group","2"
"CD012997_pub3_data","Analysis.group","3"
"CD012997_pub3_data","Analysis.group","4"
"CD012997_pub3_data","Analysis.name","Incidence of HUS"
"CD012997_pub3_data","Analysis.name","Adverse events"
"CD012997_pub3_data","Analysis.name","Adverse events: treatment emergent"
"CD012997_pub3_data","Analysis.name","Neurological complications"
"CD012997_pub3_data","Analysis.name","Death (any cause)"
"CD012997_pub3_data","Subgroup","Urtoxazumab 3.0 mg/kg versus placebo"
"CD012997_pub3_data","Subgroup","Urtoxazumab 1.0 mg/kg versus placebo"
"CD013023_pub2_data","Analysis.group","1"
"CD013023_pub2_data","Analysis.group","2"
"CD013023_pub2_data","Analysis.group","3"
"CD013023_pub2_data","Analysis.group","4"
"CD013023_pub2_data","Analysis.group","5"
"CD013023_pub2_data","Analysis.group","6"
"CD013023_pub2_data","Analysis.group","7"
"CD013023_pub2_data","Analysis.group","8"
"CD013023_pub2_data","Analysis.group","9"
"CD013023_pub2_data","Analysis.group","10"
"CD013023_pub2_data","Analysis.group","11"
"CD013023_pub2_data","Analysis.name","Arterial catheter failure"
"CD013023_pub2_data","Analysis.name","Dislodgement"
"CD013023_pub2_data","Analysis.name","Occlusion"
"CD013023_pub2_data","Analysis.name","Adverse events"
"CD013023_pub2_data","Analysis.name","Incidence of catheter-related bloodstream infection"
"CD013038_pub3_data","Analysis.group","1"
"CD013038_pub3_data","Analysis.name","Time to reach full sucking feeds (days)"
"CD013038_pub3_data","Analysis.name","Time to reach full sucking feeds (days) – by type of exposure"
"CD013038_pub3_data","Analysis.name","Duration of parenteral nutrition (days)"
"CD013038_pub3_data","Analysis.name","Time to reach full enteral feeds (days)"
"CD013038_pub3_data","Analysis.name","Time to reach full enteral feeds (days) – by type of exposure"
"CD013038_pub3_data","Analysis.name","Necrotising enterocolitis during hospitalisation"
"CD013038_pub3_data","Analysis.name","Late infection during hospitalisation"
"CD013038_pub3_data","Analysis.name","Time to first discharge home (days)"
"CD013038_pub3_data","Analysis.name","Time to first discharge home (postmenstrual age in weeks)"
"CD013038_pub3_data","Analysis.name","Time to first discharge home (days) – by type of exposure"
"CD013038_pub3_data","Analysis.name","Time to first discharge home (postmenstrual age in weeks) – by type of exposure"
"CD013038_pub3_data","Subgroup","After receiving smell and taste of milk"
"CD013038_pub3_data","Subgroup","After receiving only smell of milk"
"CD013042_pub2_data","Analysis.group","1"
"CD013042_pub2_data","Analysis.group","2"
"CD013042_pub2_data","Analysis.group","3"
"CD013042_pub2_data","Analysis.group","4"
"CD013042_pub2_data","Analysis.group","5"
"CD013042_pub2_data","Analysis.group","6"
"CD013042_pub2_data","Analysis.group","7"
"CD013042_pub2_data","Analysis.group","8"
"CD013042_pub2_data","Analysis.group","9"
"CD013042_pub2_data","Analysis.group","10"
"CD013042_pub2_data","Analysis.group","11"
"CD013042_pub2_data","Analysis.name","Mean pain (0 to 10, 0 is no pain)"
"CD013042_pub2_data","Analysis.name","Mean disability (0 to 100, 0 is no disability)"
"CD013042_pub2_data","Analysis.name","Mean grip strength (lb/in2)"
"CD013042_pub2_data","Analysis.name","Health-related quality of life (SMD)"
"CD013042_pub2_data","Analysis.name","Participant reported treatment success"
"CD013042_pub2_data","Analysis.name","Proportion of overall withdrawals"
"CD013042_pub2_data","Analysis.name","Proportion with any adverse event"
"CD013042_pub2_data","Analysis.name","Pain-free grip strength (SMD)"
"CD013042_pub2_data","Analysis.name","Proportion on sick leave"
"CD013042_pub2_data","Analysis.name","Mean health related quality of life"
"CD013042_pub2_data","Analysis.name","Pain free grip strength (SMD)"
